row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,367.11,1,250000,,,190000,,630000,,,580000,580000,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,149.018,1,,,,,,,,,,,,,,,,,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,381.13,1,,,,,390000,290000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,739.159,1,,,,,,,,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,293.064,1,,,,,1200000,850000,,,,,1800000,,920000,2100000,2200000,1100000,,,,1400000,,2900000,,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,206.046,0.99,,,,,,,,,,,3200000,3100000,1200000,2700000,2200000,1900000,1600000,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,205.082,1,180000,200000,450000,48000,130000,230000,300000,130000,,,350000,360000,,,200000,420000,210000,240000,280000,220000,170000,180000,120000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,385.013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,223.024,1,,,,,,,,,,,730000,810000,320000,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,174.076,1.08,310000,340000,490000,240000,290000,550000,180000,,220000,240000,520000,390000,290000,530000,330000,260000,440000,320000,250000,280000,270000,410000,660000,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,367.003,1,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,238.092,1,,,,,,,500000,,190000,220000,,370000,,,,,,200000,220000,,,,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,526.168,1,,,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,177.069,1,,,,,,,,,,,,,,,,,,,730000,730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,204.087,1.01,1300000,1600000,1500000,1200000,1600000,1700000,1800000,990000,1400000,1300000,1400000,2100000,1100000,1300000,1200000,1100000,1500000,1100000,1400000,1100000,1200000,1400000,800000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,97.029,1,550000,510000,520000,610000,1500000,1700000,2200000,1000000,1100000,1400000,580000,540000,410000,480000,490000,650000,1000000,1200000,970000,560000,1100000,750000,220000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,241.155,1.08,,840000,1000000,,1000000,770000,590000,,750000,900000,1300000,1200000,470000,1200000,720000,440000,2200000,1500000,1700000,1900000,1600000,1900000,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,295.063,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,354.609,1.01,,,,,,,,,,,,,,,,,,,,,,,,770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,499.055,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,696.226,1.01,600000,,,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,383.078,1.01,720000,2000000,1200000,,5700000,4700000,4500000,890000,3000000,2300000,2400000,1700000,670000,1800000,1200000,810000,3600000,2600000,2500000,2100000,2500000,3500000,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,159.052,1.01,,,,,,,,,,,,,670000,670000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,388.181,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,543.134,1.01,250000,800000,530000,380000,3500000,2500000,2300000,590000,1500000,1100000,1200000,1100000,,1200000,850000,690000,1900000,1400000,1500000,1100000,1300000,1700000,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,522.202,1.01,,,,,260000,410000,480000,520000,280000,430000,,,230000,,,,280000,400000,420000,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,206.103,1.19,,230000,,,1600000,850000,480000,,,180000,290000,320000,,150000,,,110000,93000,74000,,410000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,127.039,1.01,3300000,2800000,3000000,3900000,6300000,7000000,8600000,5200000,5300000,7000000,3100000,3000000,3200000,2700000,3100000,3700000,5300000,5400000,4800000,3400000,5700000,4200000,2400000,2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,289.092,1.01,320000,340000,370000,490000,770000,930000,1300000,820000,690000,730000,340000,320000,370000,,350000,490000,680000,790000,690000,390000,680000,500000,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,277.09,1.01,,,,,,,,,,,,,,620000,570000,3.20E+05,,,,,,9.40E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,118.08,1.01,,,,,,,,,,,200000,,,,,,,,,,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,355.11,1.01,360000,290000,330000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,325.114,1.01,1800000,2000000,2000000,2500000,4100000,5300000,7300000,4500000,3700000,5600000,2000000,1700000,1900000,1800000,1700000,2600000,3500000,4100000,3700000,2200000,3800000,2600000,,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,145.049,1.01,1600000,1600000,1400000,1900000,3300000,3500000,4700000,2700000,2900000,3500000,1600000,1500000,1500000,1500000,1400000,2000000,2400000,2600000,2400000,1500000,2500000,1700000,900000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,343.124,1.01,220000,,210000,,240000,370000,420000,420000,250000,440000,,,250000,,200000,300000,,,,,,190000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,229.059,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,375.19,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,326.03,1.01,,,,,,,,,,,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,525.168,1.01,,1600000,,,,,,,,,,,,,360000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,118.095,1.02,,,,,,,,,160000,180000,230000,,,,320000,,,,,280000,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,280.103,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,528.161,1.02,,,,,190000,170000,,,190000,170000,,,,,,,140000,,,,160000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,118.078,1.02,,170000,,,,,,,170000,230000,,370000,,,350000,,,,,240000,,170000,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,324.048,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,342.141,1.02,,,420000,,1300000,1600000,2000000,970000,810000,1600000,500000,360000,,,,,880000,1100000,1000000,,1000000,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,245.187,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,330.119,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,235.093,1.26,,,,,,,,,,,320000,220000,,290000,220000,,160000,,120000,130000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,366.108,1.02,,2400000,2300000,,,,2300000,1700000,,,1900000,,,1300000,590000,810000,,1300000,,2000000,,,,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,460.204,1.02,,9600000,8600000,9400000,5500000,12000000,10000000,13000000,12000000,16000000,11000000,13000000,,11000000,11000000,10000000,8800000,11000000,10000000,13000000,20000000,11000000,8400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,234.196,1.02,,,,,,,,,,,,,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,116.062,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,265.032,1.02,,,,,,,,,,,,,,100000,,,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,365.153,1.02,,,91000,,,,,,,,,,,,,,,,,,,,,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,118.093,1.02,,,,,,,,,,,180000,,,,260000,,,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,119.016,1.02,,,,,,,,,,,420000,,350000,750000,270000,180000,,,640000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,262.129,1.23,,,,540000,2800000,2300000,2400000,500000,1600000,1700000,350000,640000,,,,290000,350000,730000,470000,420000,1300000,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,381.08,1.01,9200000,24000000,19000000,13000000,67000000,58000000,58000000,12000000,34000000,29000000,35000000,24000000,9400000,23000000,17000000,12000000,48000000,34000000,30000000,26000000,30000000,42000000,9500000,18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,271.082,1.02,,,,,,430000,630000,260000,290000,420000,,,,,,,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,370.084,1.02,,,,,,,,180000,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,331.117,1.02,,,,,,,,,,,,,,,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,203.053,0.98,4500000,8100000,7600000,3900000,11000000,8300000,4800000,4400000,8700000,5100000,3400000,2700000,510000,1300000,580000,1600000,3700000,1800000,2900000,2500000,3400000,5700000,2700000,5100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,354.109,1.03,1600000,1800000,1700000,1000000,160000,410000,110000,,,120000,1100000,630000,,500000,,,450000,190000,260000,110000,,,1400000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,236.15,0.88,,,,,,,,,,,460000,310000,190000,300000,260000,,390000,,260000,360000,,210000,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,117.068,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,286.105,1.02,,,,,780000,420000,390000,,470000,2100000,,,,250000,,,540000,580000,540000,540000,1400000,910000,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,353.156,1.02,,,,,,,,,,,210000,340000,67000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,132.045,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,527.16,1.01,,560000,580000,230000,1100000,1000000,680000,650000,890000,720000,540000,410000,170000,,,,770000,420000,620000,570000,730000,900000,,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,118.086,1,25000000,32000000,31000000,26000000,14000000,22000000,16000000,27000000,34000000,40000000,42000000,110000000,33000000,97000000,86000000,31000000,23000000,27000000,35000000,49000000,49000000,36000000,49000000,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,182.082,1.39,6900000,7800000,5100000,4800000,4300000,9700000,5700000,5800000,6300000,5500000,7200000,14000000,3300000,8800000,9600000,8300000,4700000,3600000,4500000,10000000,13000000,7900000,11000000,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,269.108,1.41,540000,1300000,,,860000,1900000,,,1200000,370000,,,2700000,3500000,,,,,3700000,3400000,1200000,3200000,530000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,276.119,1.04,,,,,,,,,,,,,,1100000,950000,,390000,,,320000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,211.552,1.03,1600000,1300000,490000,,,,,,,,,,,,,,,,,,,,890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,288.098,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,494.154,0.96,410000,720000,,,,,,120000,,,,,,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,259.081,1.03,,,,,,,300000,190000,,,,,,,,,,,,93000,,,,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,284.099,1.07,,550000,,,,,,,98000,,,,,,,,,,,220000,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,221.042,0.97,,,,,,,,,,,3200000,3700000,1300000,3100000,2400000,870000,1200000,500000,3500000,2300000,470000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,338.101,1.03,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,738.149,1.03,,,,,,,120000,470000,,250000,,,,,,230000,,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,245.114,1.26,,,,,110000,,,,250000,,120000,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,192.055,0.98,2200000,2300000,1300000,1900000,,,,,,,200000,240000,,150000,,270000,230000,140000,,,,170000,1200000,1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,185.093,1.03,,,,,110000,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,245.077,1.61,820000,1200000,860000,,520000,860000,1100000,,850000,1200000,2600000,4100000,3900000,2700000,,3900000,1300000,1300000,2400000,1600000,860000,1100000,610000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,249.09,1.14,,,,,160000,190000,,,430000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,545.132,1.03,,,,,370000,270000,210000,,160000,,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,254.078,1.38,,,,,96000,,,,,,,,,,,,,69000,,,,110000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,132.09,1.03,,,,,,,,,,,,,,,,,140000,,,120000,,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,204.562,1.03,380000,360000,330000,,,,,,,,250000,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,324.129,1.03,,,,,500000,,160000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,136.043,1.03,,,,,,,,,,,220000,190000,,300000,140000,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,184.064,0.98,,,,,,,,,,,5900000,7900000,4500000,,12000000,5300000,2200000,1400000,3400000,,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,174.124,1.03,,,,,,,,,,,340000,,,450000,,,,160000,230000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,294.037,1.03,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,82.015,0.64,10000000,13000000,12000000,9300000,6500000,5300000,2000000,2700000,3900000,3000000,11000000,10000000,5600000,9300000,7200000,5900000,5800000,3800000,5000000,4500000,2600000,4300000,12000000,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,309.13,0.94,3300000,2600000,4300000,6000000,400000,11000000,9500000,2100000,7100000,3900000,7000000,8400000,1800000,2700000,2000000,4200000,3300000,4100000,4600000,3200000,1700000,1900000,720000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,203.103,1.03,,,270000,,,75000,,,210000,,280000,510000,,370000,310000,,,,,,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,558.089,1.03,,,,,,,,230000,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,260.113,1.03,,,,,,,,,,83000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,186.185,1.19,,2000000,,3700000,1300000,,,,720000,,,,,,,,,,,,,,2800000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,148.08,1.03,,,,,,,,,,,,,,,,,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,211.988,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,325.994,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,227.139,1.04,,,,,,,,,,,,120000,,,,,120000,,,,,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,239.106,1.69,,,,,,,,,,,190000,170000,,190000,190000,,230000,170000,110000,130000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,176.139,1.25,,180000,,,410000,430000,160000,,,,130000,,,170000,,,240000,110000,220000,120000,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,504.192,1.04,,,,,,,310000,,,310000,,,,160000,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,145.17,0.69,64000000,93000000,68000000,20000000,100000000,110000000,51000000,25000000,73000000,66000000,83000000,98000000,40000000,110000000,57000000,40000000,100000000,63000000,90000000,99000000,86000000,150000000,44000000,67000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,411.1,1.04,450000,300000,,,,,,,,,220000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,279.047,0.95,110000,240000,150000,,510000,370000,280000,,,,,120000,,,,,340000,150000,240000,,200000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,205.02,1.05,300000,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,307.102,1.04,,,,,,,250000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,244.129,1.04,,,,,,,,,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,283.052,1.22,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,278.123,1.04,,,,,430000,,,,450000,590000,,210000,,,,,96000,,100000,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,325.139,1.35,,960000,1200000,,,,140000,,,370000,650000,,,,820000,,230000,340000,740000,400000,1100000,1700000,1000000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,296.097,1.04,,,,,4500000,1400000,1200000,370000,1100000,930000,,,,360000,290000,810000,97000,,610000,420000,690000,790000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,409.074,1.04,,,,,3900000,,,,,,,,,,,,,,,,,2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,296.986,1.04,,,,,58000,,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,233.043,1.23,,87000,,380000,1900000,650000,330000,,380000,,,,,,,,180000,160000,,,,130000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,236.113,1.47,,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,114.103,0.81,,,,,,,,,,,260000,260000,250000,,550000,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,442.19,1.04,,,,,,600000,760000,,,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,126.055,1.49,,,,,850000,,550000,290000,270000,,2300000,2200000,,,,150000,1400000,110000,1500000,2100000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,116.08,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,158.081,1.05,310000,340000,,340000,270000,390000,330000,,190000,,,310000,130000,210000,,190000,,,,,180000,230000,280000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,210.098,1.38,,,,,370000,550000,630000,350000,260000,440000,,,,,,,,140000,180000,,680000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,116.077,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,550.197,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,305.135,1.35,,,,,,,,,,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,487.164,1.05,,,,,,,310000,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,299.128,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,317.103,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,144.066,1.01,1300000,1600000,1200000,1100000,2200000,2600000,2000000,910000,1700000,1600000,890000,950000,120000,530000,100000,440000,480000,550000,780000,590000,950000,820000,1300000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,119.083,1.05,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,121.037,1.05,310000,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,277.103,1,,,,,,,260000,,,180000,250000,160000,,240000,,,180000,76000,,140000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,249.108,1.05,,,,,,,,,,,210000,220000,,270000,220000,,,,,120000,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,363.07,1.06,,,,,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,145.061,1.06,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,136.076,1.37,790000,820000,620000,510000,390000,920000,96000,,490000,570000,660000,1200000,390000,900000,860000,750000,,290000,430000,960000,1200000,660000,970000,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,97.534,1.06,,200000,,,,,,,,,,,,,,,,,,,,,1.50E+05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,167.013,0.65,46000000,45000000,28000000,18000000,16000000,10000000,1300000,760000,1200000,,12000000,17000000,11000000,10000000,13000000,7400000,2700000,2100000,5000000,2600000,1300000,1500000,50000000,21000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,88.04,0.93,3400000,4300000,3400000,3400000,1100000,1800000,1600000,1800000,2000000,2600000,3500000,3300000,3000000,3800000,4000000,4000000,2100000,2500000,2100000,2500000,2800000,1800000,5200000,4900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,368.003,1.32,,,,,,,,,,470000,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,208.042,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,405.076,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,190.978,1.22,,,,,,320000,130000,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,273.083,1,720000,790000,100000,370000,,130000,,,,,,,,,,,,,,,,,170000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,347.095,1.06,,,,,,,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,525.123,1.06,,,,,,,740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,109.032,1.06,,,,,,,,,,,270000,,,,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,129.048,1.06,,,,,,,,,,,,,,,,,,,,610000,,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,463.21,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,217.561,1.06,200000,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,272.135,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,147.065,1.12,240000,120000,170000,550000,390000,220000,470000,350000,190000,130000,530000,,660000,680000,840000,540000,,,810000,370000,130000,130000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,289.14,1.81,,,,,,,,,,,1800000,1400000,,790000,490000,870000,250000,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,284.1,1.06,,,620000,,,,120000,,,,560000,470000,,,,,280000,190000,,,,,,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,457.115,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,429.028,1.17,,,170000,,190000,560000,,,720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,188.092,1.19,140000,190000,110000,,2300000,1500000,2200000,63000,810000,1200000,250000,260000,,260000,220000,260000,440000,430000,270000,320000,600000,420000,140000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,301.143,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,131,1.06,,94000,,,,,,,,,,,,,,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,154.002,1.17,2200000,1800000,1100000,320000,570000,400000,,,,,,,,,,,,,,,,,5000000,970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,245.063,1.07,,,,,,,270000,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,531.063,1.07,,,,,,,210000,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
